Cluster_sseqid,ICTV_Realm,ICTV_Kingdom,ICTV_Phylum,ICTV_Subphylum,ICTV_Class,ICTV_Order,ICTV_Suborder,ICTV_Family,ICTV_Subfamily,ICTV_Genus,ICTV_Species,RdRP_id,Taxonid,NR_id,identity,NR_kindom,NR_phylum,NR_class,NR_order,NR_family,NR_genus,NR_species
NC_023674_Porcine_astrovirus_2,Riboviria,Orthornavirae,Pisuviricota,,Stelpaviricetes,Stellavirales,,Astroviridae,,Mamastrovirus,,NC_023674_Porcine_astrovirus_2,1105378,YP_009010978.1,100,Viruses,Pisuviricota,Stelpaviricetes,Stellavirales,Astroviridae,Mamastrovirus,Porcine astrovirus 2
NC_023675_Porcine_astrovirus_4,Riboviria,Orthornavirae,Pisuviricota,,Stelpaviricetes,Stellavirales,,Astroviridae,,Mamastrovirus,,NC_023675_Porcine_astrovirus_4,1105379,YP_009010981.1,100,Viruses,Pisuviricota,Stelpaviricetes,Stellavirales,Astroviridae,Mamastrovirus,Porcine astrovirus 4
NC_024297_Bovine_astrovirus,Riboviria,Orthornavirae,Pisuviricota,,Stelpaviricetes,Stellavirales,,Astroviridae,,Mamastrovirus,,NC_024297_Bovine_astrovirus,1435485,YP_009041462.1,99.802,Viruses,Pisuviricota,Stelpaviricetes,Stellavirales,Astroviridae,Mamastrovirus,Bovine astrovirus
NC_024472_Human_astrovirus_BF34,Riboviria,Orthornavirae,Pisuviricota,,Stelpaviricetes,Stellavirales,,Astroviridae,,Mamastrovirus,,NC_024472_Human_astrovirus_BF34,1518575,YP_009047078.1,100,Viruses,Pisuviricota,Stelpaviricetes,Stellavirales,Astroviridae,Mamastrovirus,Burkina Faso astrovirus
NC_024498_Bovine_astrovirus,Riboviria,Orthornavirae,Pisuviricota,,Stelpaviricetes,Stellavirales,,Astroviridae,,Mamastrovirus,,NC_024498_Bovine_astrovirus,1522059,YP_009047246.1,100,Viruses,Pisuviricota,Stelpaviricetes,Stellavirales,Astroviridae,unclassified Astroviridae genus,Bovine astrovirus CH13
NC_024701_Feline_astrovirus_D1,Riboviria,Orthornavirae,Pisuviricota,,Stelpaviricetes,Stellavirales,,Astroviridae,,Mamastrovirus,Mamastrovirus 2,NC_024701_Feline_astrovirus_D1,1538452,YP_009052461.1,100,Viruses,Pisuviricota,Stelpaviricetes,Stellavirales,Astroviridae,Mamastrovirus,Mamastrovirus 2
NC_025346_Rabbit_astrovirus,Riboviria,Orthornavirae,Pisuviricota,,Stelpaviricetes,Stellavirales,,Astroviridae,,Mamastrovirus,,NC_025346_Rabbit_astrovirus,1161132,YP_009094053.1,100,Viruses,Pisuviricota,Stelpaviricetes,Stellavirales,Astroviridae,Mamastrovirus,Rabbit astrovirus TN/2208/2010
NC_025379_Mamastrovirus_3,Riboviria,Orthornavirae,Pisuviricota,,Stelpaviricetes,Stellavirales,,Astroviridae,,Mamastrovirus,Mamastrovirus 3,NC_025379_Mamastrovirus_3,1239567,YP_009094278.2,99.287,Viruses,Pisuviricota,Stelpaviricetes,Stellavirales,Astroviridae,Mamastrovirus,Mamastrovirus 3
QBJ04608.1_Tasmanian_devil-associated_astrovirus_1_Sarcophilus_harrisii_491,Riboviria,Orthornavirae,Pisuviricota,,Stelpaviricetes,Stellavirales,,Astroviridae,,Mamastrovirus,,QBJ04608.1_Tasmanian_devil-associated_astrovirus_1_Sarcophilus_harrisii_491,2529473,QBJ04608.1,100,Viruses,Pisuviricota,Stelpaviricetes,Stellavirales,Astroviridae,unclassified Astroviridae genus,Tasmanian devil-associated astrovirus 1
QII88294.1_White-tailed_deer_astrovirus_Odocoileus_virginianus_1305,Riboviria,Orthornavirae,Pisuviricota,,Stelpaviricetes,Stellavirales,,Astroviridae,,Mamastrovirus,,QII88294.1_White-tailed_deer_astrovirus_Odocoileus_virginianus_1305,2716125,QII88294.1,100,Viruses,Pisuviricota,Stelpaviricetes,Stellavirales,Astroviridae,unclassified Astroviridae genus,White-tailed deer astrovirus
QPI69528.2_Feline_astrovirus_3_Felis_catus_519,Riboviria,Orthornavirae,Pisuviricota,,Stelpaviricetes,Stellavirales,,Astroviridae,,Mamastrovirus,,QPI69528.2_Feline_astrovirus_3_Felis_catus_519,2792599,QPI69528.2,100,Viruses,Pisuviricota,Stelpaviricetes,Stellavirales,Astroviridae,Mamastrovirus,Feline astrovirus 3
QTP76096.1_Water_buffalo_astrovirus_Bubalus_bubalis_1307,Riboviria,Orthornavirae,Pisuviricota,,Stelpaviricetes,Stellavirales,,Astroviridae,,Mamastrovirus,,QTP76096.1_Water_buffalo_astrovirus_Bubalus_bubalis_1307,1495051,QTP76096.1,100,Viruses,Pisuviricota,Stelpaviricetes,Stellavirales,Astroviridae,unclassified Astroviridae genus,Water buffalo astrovirus
UMO75842.1_Sichuan_mamastrovirus_12_1327,Riboviria,Orthornavirae,Pisuviricota,,Stelpaviricetes,Stellavirales,,Astroviridae,,Mamastrovirus,,UMO75842.1_Sichuan_mamastrovirus_12_1327,2933219,UMO75842.1,100,Viruses,Pisuviricota,Stelpaviricetes,Stellavirales,Astroviridae,Mamastrovirus,Sichuan mamastrovirus 12
UWK09061.1_Gerbil_astrovirus_Meriones_unguiculatus_502,Riboviria,Orthornavirae,Pisuviricota,,Stelpaviricetes,Stellavirales,,Astroviridae,,Mamastrovirus,,UWK09061.1_Gerbil_astrovirus_Meriones_unguiculatus_502,2942126,UWK09061.1,100,Viruses,Pisuviricota,Stelpaviricetes,Stellavirales,Astroviridae,unclassified Astroviridae genus,Gerbil astrovirus
YP_009345898.1_Qinghai_Himalayan_marmot_astrovirus_1_512,Riboviria,Orthornavirae,Pisuviricota,,Stelpaviricetes,Stellavirales,,Astroviridae,,Mamastrovirus,,YP_009345898.1_Qinghai_Himalayan_marmot_astrovirus_1_512,1961665,YP_009345898.1,100,Viruses,Pisuviricota,Stelpaviricetes,Stellavirales,Astroviridae,Mamastrovirus,Qinghai Himalayan marmot astrovirus 1
YP_009345903.1_Qinghai_Himalayan_marmot_astrovirus_2_510,Riboviria,Orthornavirae,Pisuviricota,,Stelpaviricetes,Stellavirales,,Astroviridae,,Mamastrovirus,,YP_009345903.1_Qinghai_Himalayan_marmot_astrovirus_2_510,2161798,AVX29488.1,100,Viruses,Pisuviricota,Stelpaviricetes,Stellavirales,Astroviridae,Avastrovirus,Marmot astrovirus 2
YP_009664783.1_Bat_astrovirus_Tm_Guangxi_LD77_2007_470,Riboviria,Orthornavirae,Pisuviricota,,Stelpaviricetes,Stellavirales,,Astroviridae,,Mamastrovirus,Mamastrovirus 15,YP_009664783.1_Bat_astrovirus_Tm_Guangxi_LD77_2007_470,627585,YP_009664783.1,100,Viruses,Pisuviricota,Stelpaviricetes,Stellavirales,Astroviridae,Mamastrovirus,Mamastrovirus 15
YP_009664787.1_Mamastrovirus_18_816,Riboviria,Orthornavirae,Pisuviricota,,Stelpaviricetes,Stellavirales,,Astroviridae,,Mamastrovirus,Mamastrovirus 18,YP_009664787.1_Mamastrovirus_18_816,1239582,YP_009664787.1,100,Viruses,Pisuviricota,Stelpaviricetes,Stellavirales,Astroviridae,Mamastrovirus,Mamastrovirus 18
YP_010087797.1_Noni_mosaic_virus_3077,Riboviria,Orthornavirae,Pisuviricota,,Stelpaviricetes,Patatavirales,,Potyviridae,,Potyvirus,Noni mosaic virus,YP_010087797.1_Noni_mosaic_virus_3077,2608606,YP_010087797.1,100,Viruses,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Potyvirus,Noni mosaic virus
YP_010087632.1_Costus_stripe_mosaic_virus_3046,Riboviria,Orthornavirae,Pisuviricota,,Stelpaviricetes,Patatavirales,,Potyviridae,,Potyvirus,Costus stripe mosaic virus,YP_010087632.1_Costus_stripe_mosaic_virus_3046,2591696,YP_010087632.1,100,Viruses,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Potyvirus,Costus stripe mosaic virus
YP_010087230.1_Dendrobium_chlorotic_mosaic_virus_3189,Riboviria,Orthornavirae,Pisuviricota,,Stelpaviricetes,Patatavirales,,Potyviridae,,Potyvirus,Dendrobium chlorotic mosaic virus,YP_010087230.1_Dendrobium_chlorotic_mosaic_virus_3189,2562807,YP_010087230.1,100,Viruses,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Potyvirus,Dendrobium chlorotic mosaic virus
Poty_NP_954611_Beet_mosaic_virus,Riboviria,Orthornavirae,Pisuviricota,,Stelpaviricetes,Patatavirales,,Potyviridae,,Potyvirus,Beet mosaic virus,Poty_NP_954611_Beet_mosaic_virus,114921,NP_954611.1,100,Viruses,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Potyvirus,Beet mosaic virus
Poty_NP_871002_Onion_yellow_dwarf_virus,Riboviria,Orthornavirae,Pisuviricota,,Stelpaviricetes,Patatavirales,,Potyviridae,,Potyvirus,Onion yellow dwarf virus,Poty_NP_871002_Onion_yellow_dwarf_virus,43130,NP_871002.1,100,Viruses,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Potyvirus,Onion yellow dwarf virus
Poty_NP_056867_Tobacco_vein_mottling_virus,Riboviria,Orthornavirae,Pisuviricota,,Stelpaviricetes,Patatavirales,,Potyviridae,,Potyvirus,Tobacco vein mottling virus,Poty_NP_056867_Tobacco_vein_mottling_virus,12228,NP_056867.1,100,Viruses,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Potyvirus,Tobacco vein mottling virus
YP_010086861.1_Passiflora_edulis_symptomless_virus_3173,Riboviria,Orthornavirae,Pisuviricota,,Stelpaviricetes,Patatavirales,,Potyviridae,,Roymovirus,Passiflora edulis symptomless virus,YP_010086861.1_Passiflora_edulis_symptomless_virus_3173,2294149,YP_010086861.1,100,Viruses,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Roymovirus,Passiflora edulis symptomless virus
YP_010086847.1_Alpinia_oxyphylla_mosaic_virus_2626,Riboviria,Orthornavirae,Pisuviricota,,Stelpaviricetes,Patatavirales,,Potyviridae,,Macluravirus,Alpinia oxyphylla mosaic virus,YP_010086847.1_Alpinia_oxyphylla_mosaic_virus_2626,2212477,YP_010086847.1,100,Viruses,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Macluravirus,Alpinia oxyphylla mosaic virus
UTQ50668.1_Mentha_macluravirus_1_Mentha_x_piperita_2630,Riboviria,Orthornavirae,Pisuviricota,,Stelpaviricetes,Patatavirales,,Potyviridae,,Macluravirus,,UTQ50668.1_Mentha_macluravirus_1_Mentha_x_piperita_2630,2950843,UTQ50668.1,100,Viruses,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Macluravirus,Mentha macluravirus 1
Poty_YP_006590058_Chinese_yam_necrotic_mosaic_virus,Riboviria,Orthornavirae,Pisuviricota,,Stelpaviricetes,Patatavirales,,Potyviridae,,Macluravirus,Chinese yam necrotic mosaic virus,Poty_YP_006590058_Chinese_yam_necrotic_mosaic_virus,128818,YP_006590058.1,100,Viruses,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Macluravirus,Chinese yam necrotic mosaic virus
QVN46485.1_Polygonatum_kingianum_virus_5_Polygonatum_kingianum_3093,Riboviria,Orthornavirae,Pisuviricota,,Stelpaviricetes,Patatavirales,,Potyviridae,,Potyvirus,,QVN46485.1_Polygonatum_kingianum_virus_5_Polygonatum_kingianum_3093,2836143,QVN46485.1,100,Viruses,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,unclassified Potyviridae genus,Polygonatum kingianum virus 5
QMP81800.1_Grapevine-associated_poty-like_virus_1_Vitis_vinifera_3568,Riboviria,Orthornavirae,Pisuviricota,,Stelpaviricetes,Patatavirales,,Potyviridae,,,,QMP81800.1_Grapevine-associated_poty-like_virus_1_Vitis_vinifera_3568,2755144,QMP81800.1,100,Viruses,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,unclassified Potyviridae genus,Grapevine-associated poty-like virus 1
QLC36605.1_Stylosanthes_mosaic-associated_virus_1_Stylosanthes_guianensis_2960,Riboviria,Orthornavirae,Pisuviricota,,Stelpaviricetes,Patatavirales,,Potyviridae,,,,QLC36605.1_Stylosanthes_mosaic-associated_virus_1_Stylosanthes_guianensis_2960,2749442,QLC36605.1,100,Viruses,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,unclassified Potyviridae genus,Stylosanthes mosaic-associated virus 1
Poty_YP_001788991_Squash_vein_yellowing_virus,Riboviria,Orthornavirae,Pisuviricota,,Stelpaviricetes,Patatavirales,,Potyviridae,,Ipomovirus,Squash vein yellowing virus,Poty_YP_001788991_Squash_vein_yellowing_virus,397544,YP_001788991.1,100,Viruses,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Ipomovirus,Squash vein yellowing virus
Poty_NP_659025_Oat_mosaic_virus,Riboviria,Orthornavirae,Pisuviricota,,Stelpaviricetes,Patatavirales,,Potyviridae,,Bymovirus,Oat mosaic virus,Poty_NP_659025_Oat_mosaic_virus,157837,NP_659025.1,100,Viruses,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Bymovirus,Oat mosaic virus
Poty_NP_612585_Brome_streak_mosaic_virus,Riboviria,Orthornavirae,Pisuviricota,,Stelpaviricetes,Patatavirales,,Potyviridae,,Tritimovirus,Brome streak mosaic virus,Poty_NP_612585_Brome_streak_mosaic_virus,42631,NP_612585.1,100,Viruses,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Tritimovirus,Brome streak mosaic virus
SZmix32467_Hubei_leech_virus_1,Riboviria,Orthornavirae,Pisuviricota,,Stelpaviricetes,,,,,,,SZmix32467_Hubei_leech_virus_1,1922899,YP_009336874.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei leech virus 1
WGML136555_Hubei_astro-like_virus,Riboviria,Orthornavirae,Pisuviricota,,Stelpaviricetes,,,,,,,WGML136555_Hubei_astro-like_virus,1922837,YP_009330019.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei astro-like virus
permutotetra-like_UXD79999.1_Lasius_neglectus_permutotetra-like_virus_1_Lasius_neglectus_1131,Riboviria,Orthornavirae,,,,,,Permutotetraviridae,,,,,,,,,,,,,,
permutotetra-like_UHK03049.1_Guiyang_permutotetra-like_virus_2_Cletus_punctiger_1261,Riboviria,Orthornavirae,,,,,,Permutotetraviridae,,,,permutotetra-like_UHK03049.1_Guiyang_permutotetra-like_virus_2_Cletus_punctiger_1261,2905515,UHK03049.1,100,Viruses,unclassified Orthornavirae phylum,unclassified Orthornavirae class,unclassified Orthornavirae order,Permutotetraviridae,unclassified Permutotetraviridae genus,Guiyang permutotetra-like virus 2
permutotetra-like_QGL51734.1_Vespa_velutina_associated_permutotetra-like_virus_1_Vespa_velutina_nigrithorax_1104,Riboviria,Orthornavirae,,,,,,Permutotetraviridae,,,,permutotetra-like_QGL51734.1_Vespa_velutina_associated_permutotetra-like_virus_1_Vespa_velutina_nigrithorax_1104,2675464,QGL51734.1,100,Viruses,unclassified Orthornavirae phylum,unclassified Orthornavirae class,unclassified Orthornavirae order,Permutotetraviridae,unclassified Permutotetraviridae genus,Vespa velutina associated permutotetra-like virus 1
permutotetra-like_QGL51736.1_Vespa_velutina_associated_permutotetra-like_virus_2_Vespa_velutina_nigrithorax_1077,Riboviria,Orthornavirae,,,,,,Permutotetraviridae,,,,permutotetra-like_QGL51736.1_Vespa_velutina_associated_permutotetra-like_virus_2_Vespa_velutina_nigrithorax_1077,2675465,QGL51736.1,100,Viruses,unclassified Orthornavirae phylum,unclassified Orthornavirae class,unclassified Orthornavirae order,Permutotetraviridae,unclassified Permutotetraviridae genus,Vespa velutina associated permutotetra-like virus 2
permutotetra-like_YP_003038595.1_Drosophila_A_virus,Riboviria,Orthornavirae,,,,,,Permutotetraviridae,,,,permutotetra-like_YP_003038595.1_Drosophila_A_virus,595895,YP_003038595.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Drosophila A virus
permutotetra-like_YP_009337276.1_Hubei_permutotetra-like_virus_11,Riboviria,Orthornavirae,,,,,,Permutotetraviridae,,,,permutotetra-like_YP_009337276.1_Hubei_permutotetra-like_virus_11,1923075,YP_009337276.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei permutotetra-like virus 11
permutotetra-like_add_YP_009182196.1_Daeseongdong_virus_2,Riboviria,Orthornavirae,,,,,,Permutotetraviridae,,,,permutotetra-like_add_YP_009182196.1_Daeseongdong_virus_2,1758882,YP_009182196.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Daeseongdong virus 2
permutotetra-like_YP_009337318.1_Hubei_permutotetra-like_virus_6,Riboviria,Orthornavirae,,,,,,Permutotetraviridae,,,,permutotetra-like_YP_009337318.1_Hubei_permutotetra-like_virus_6,1923080,YP_009337318.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei permutotetra-like virus 6
permutotetra-like_YP_009337742.1_Hubei_permutotetra-like_virus_5,Riboviria,Orthornavirae,,,,,,Permutotetraviridae,,,,permutotetra-like_YP_009337742.1_Hubei_permutotetra-like_virus_5,1923079,YP_009337742.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei permutotetra-like virus 5
permutotetra-like_APG76925.1_Shuangao_permutotetra-like_virus_1,Riboviria,Orthornavirae,,,,,,Permutotetraviridae,,,,permutotetra-like_APG76925.1_Shuangao_permutotetra-like_virus_1,1923473,APG76925.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Shuangao permutotetra-like virus 1
permutotetra-like_YP_009337778.1_Hubei_permutotetra-like_virus_9,Riboviria,Orthornavirae,,,,,,Permutotetraviridae,,,,permutotetra-like_YP_009337778.1_Hubei_permutotetra-like_virus_9,1923083,YP_009337778.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei permutotetra-like virus 9
permutotetra-like_YP_009337703.1_Hubei_permutotetra-like_virus_8,Riboviria,Orthornavirae,,,,,,Permutotetraviridae,,,,permutotetra-like_YP_009337703.1_Hubei_permutotetra-like_virus_8,1923082,YP_009337703.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei permutotetra-like virus 8
permutotetra-like_QIJ56920.1_Scaphoideus_titanus_permutotetra-like_virus_1,Riboviria,Orthornavirae,,,,,,Permutotetraviridae,,,,permutotetra-like_QIJ56920.1_Scaphoideus_titanus_permutotetra-like_virus_1,2716555,QIJ56920.1,100,Viruses,unclassified Orthornavirae phylum,unclassified Orthornavirae class,unclassified Orthornavirae order,Permutotetraviridae,unclassified Permutotetraviridae genus,Scaphoideus titanus permutotetra-like virus 1
permutotetra-like_YP_009337667.1_Sanxia_water_strider_virus_19,Riboviria,Orthornavirae,,,,,,Permutotetraviridae,,,,permutotetra-like_YP_009337667.1_Sanxia_water_strider_virus_19,1923403,YP_009337667.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Sanxia water strider virus 19
permutotetra-like_YP_009665207.1_Thosea_asigna_virus,Riboviria,Orthornavirae,,,,,,Permutotetraviridae,,Alphapermutotetravirus,Thosea asigna virus,permutotetra-like_YP_009665207.1_Thosea_asigna_virus,83810,YP_009665207.1,100,Viruses,unclassified Orthornavirae phylum,unclassified Orthornavirae class,unclassified Orthornavirae order,Permutotetraviridae,Alphapermutotetravirus,Thosea asigna virus
permutotetra-like_add_NP_573541.1_Euprosterna_elaeasa_virus,Riboviria,Orthornavirae,,,,,,Permutotetraviridae,,Alphapermutotetravirus,Euprosterna elaeasa virus,permutotetra-like_add_NP_573541.1_Euprosterna_elaeasa_virus,186165,NP_573541.1,100,Viruses,unclassified Orthornavirae phylum,unclassified Orthornavirae class,unclassified Orthornavirae order,Permutotetraviridae,Alphapermutotetravirus,Euprosterna elaeasa virus
permutotetra-like_APG76963.1_Wuhan_house_centipede_virus_9,Riboviria,Orthornavirae,,,,,,Permutotetraviridae,,,,permutotetra-like_APG76963.1_Wuhan_house_centipede_virus_9,1923713,YP_009342439.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Wuhan house centipede virus 9
permutotetra-like_YP_009337300.1_Hubei_permutotetra-like_virus_1,Riboviria,Orthornavirae,,,,,,Permutotetraviridae,,,,permutotetra-like_YP_009337300.1_Hubei_permutotetra-like_virus_1,1923073,YP_009337300.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei permutotetra-like virus 1
permutotetra-like_YP_009337336.1_Hubei_permutotetra-like_virus_2,Riboviria,Orthornavirae,,,,,,Permutotetraviridae,,,,permutotetra-like_YP_009337336.1_Hubei_permutotetra-like_virus_2,1923076,YP_009337336.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei permutotetra-like virus 2
permutotetra-like_YP_009337650.1_Sanxia_permutotetra-like_virus_1,Riboviria,Orthornavirae,,,,,,Permutotetraviridae,,,,permutotetra-like_YP_009337650.1_Sanxia_permutotetra-like_virus_1,1923365,YP_009337650.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Sanxia permutotetra-like virus 1
permutotetra-like_YP_009337623.1_Hubei_permutotetra-like_virus_3,Riboviria,Orthornavirae,,,,,,Permutotetraviridae,,,,permutotetra-like_YP_009337623.1_Hubei_permutotetra-like_virus_3,1923077,YP_009337623.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei permutotetra-like virus 3
permutotetra-like_add_AKH40283.1_Newfield_virus,Riboviria,Orthornavirae,,,,,,Permutotetraviridae,,,,permutotetra-like_add_AKH40283.1_Newfield_virus,1654354,AKH40283.1,100,Viruses,unclassified Orthornavirae phylum,unclassified Orthornavirae class,unclassified Orthornavirae order,Permutotetraviridae,unclassified Permutotetraviridae genus,Newfield virus
permutotetra-like_YP_009553485.1_Shinobi_tetravirus,Riboviria,Orthornavirae,,,,,,Permutotetraviridae,,,,permutotetra-like_YP_009553485.1_Shinobi_tetravirus,2006394,YP_009553485.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Shinobi tetravirus
permutotetra-like_YP_009337364.1_Hubei_permutotetra-like_virus_7,Riboviria,Orthornavirae,,,,,,Permutotetraviridae,,,,permutotetra-like_YP_009337364.1_Hubei_permutotetra-like_virus_7,1923081,YP_009337364.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei permutotetra-like virus 7
permutotetra-like_YP_009337378.1_Hubei_permutotetra-like_virus_4,Riboviria,Orthornavirae,,,,,,Permutotetraviridae,,,,permutotetra-like_YP_009337378.1_Hubei_permutotetra-like_virus_4,1923078,YP_009337378.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei permutotetra-like virus 4
