RdRp_sseqid,super_group,Accession_id
astro-poty-like_NP_9870872_Turkey_astrovirus_3,Astro-Poty,NP_9870872
astro-poty-like_QCO31422_Passerine_astrovirus_1,Astro-Poty,QCO31422
astro-poty-like_QCO31425_Passerine_astrovirus_2,Astro-Poty,QCO31425
astro-poty-like_QCO31428_Passerine_astrovirus_3,Astro-Poty,QCO31428
astro-poty-like_QCO31431_Passerine_astrovirus_4,Astro-Poty,QCO31431
astro-poty-like_QHD64737_Plasmopara_viticola_associated_poty-like_virus_1,Astro-Poty,QHD64737
astro-poty-like_YP_002728002_Duck_astrovirus_GIIA,Astro-Poty,YP_002728002
astro-poty-like_YP_009154706_Astrovirus_Er_SZAL6_HUN_2011,Astro-Poty,YP_009154706
astro-poty-like_YP_009380531_Mamastrovirus_2,Astro-Poty,YP_009380531
astro-poty-like_YP_009380533_Mamastrovirus_4,Astro-Poty,YP_009380533
astro-poty-like_YP_009448179_Rodent_astrovirus,Astro-Poty,YP_009448179
astro-poty-like_YP_009041462_Bovine_astrovirus,Astro-Poty,YP_009041462
astro-poty-like_NP_0594432_Human_astrovirus,Astro-Poty,NP_0594432
astro-poty-like_YP_006843891_Murine_astrovirus,Astro-Poty,YP_006843891
astro-poty-like_YP_009094053_Rabbit_astrovirus_TN_2208_2010,Astro-Poty,YP_009094053
astro-poty-like_YP_003275951_HMO_Astrovirus_A,Astro-Poty,YP_003275951
astro-poty-like_YP_007003830_Porcine_astrovirus_3,Astro-Poty,YP_007003830
astro-poty-like_NC_015935_Mouse_astrovirus,Astro-Poty,NC_015935
astro-poty-like_YP_009333212e_Beihai_astro-like_virus,Astro-Poty,YP_009333212e
astro-poty-like_YP_009336808_Changjiang_astro-like_virus,Astro-Poty,YP_009336808
astro-poty-like_YP_009336874_Hubei_leech_virus_1,Astro-Poty,YP_009336874
astro-poty-like_YP_009330019_Hubei_astro-like_virus,Astro-Poty,YP_009330019
astro-poty-like_Amphibia_GDSWC169064_Beihai_tree_frog_astrovirus_5247bp,Astro-Poty,GDSWC169064
astro-poty-like_Amphibia_GDSWC170753_Beihai_tree_frog_astrovirus_6979bp,Astro-Poty,GDSWC170753
astro-poty-like_Reptile_GXSXC128985_Guangxi_changeable_lizard_astrovirus_7832bp,Astro-Poty,GXSXC128985
astro-poty-like_Cartilaginous_NHYJC32427_Nanhai_ghost_shark_astrovirus_1_3337bp,Astro-Poty,NHYJC32427
astro-poty-like_Cartilaginous_NHYJC33085_Nanhai_ghost_shark_astrovirus_2_3478bp,Astro-Poty,NHYJC33085
astro-poty-like_Cartilaginous_RBCSC17455_Wenling_japanese_topeshark_astrovirus_7099bp,Astro-Poty,RBCSC17455
astro-poty-like_Rayfin_DSYS1394_Wuhan_japanese_halfbeak_astrovirus_3611bp,Astro-Poty,DSYS1394
astro-poty-like_Rayfin_DSYS11527_Beihai_fish_astrovirus_1_4476bp,Astro-Poty,DSYS11527
astro-poty-like_Rayfin_LXMC75461_Wenling_banjofish_astrovirus_6081bp,Astro-Poty,LXMC75461
astro-poty-like_Rayfin_LXMC182963_Beihai_cephalopholis_spiloparaea_astrovirus_6092bp,Astro-Poty,LXMC182963
astro-poty-like_Rayfin_LXMC185503_Wenling_perciformes_astrovirus_2_5518bp,Astro-Poty,LXMC185503
astro-poty-like_Rayfin_LXMS37045_Beihai_fish_astrovirus_1_7137bp,Astro-Poty,LXMS37045
astro-poty-like_Jawless_QSMC2427_Dongbei_arctic_lamprey_astrovirus_3_6555bp,Astro-Poty,QSMC2427
astro-poty-like_Jawless_QSMS18873_Dongbei_arctic_lamprey_astrovirus_2_7642bp,Astro-Poty,QSMS18873
astro-poty-like_Jawless_QSMS31209_Dongbei_arctic_lamprey_astrovirus_1_6885bp,Astro-Poty,QSMS31209
astro-poty-like_Cartilaginous_DTHH2075_Dongtou_red_stingray_astrovirus_7168bp,Astro-Poty,DTHH2075
astro-poty-like_Cartilaginous_DWXCSC2095_Wenzhou_pacific_spadenose_shark_astrovirus_3_6450bp,Astro-Poty,DWXCSC2095
astro-poty-like_Cartilaginous_RGYQSMGReov43317_Wenzhou_pacific_spadenose_shark_astrovirus_2_7089bp,Astro-Poty,RGYQSMGReov43317
astro-poty-like_Jawless_QSMS17426_Dongbei_arctic_lamprey_astrovirus_4_7513bp,Astro-Poty,QSMS17426
astro-poty-like_Rayfin_XYHYC191403_Wenling_rattails_astrovirus_1_7538bp,Astro-Poty,XYHYC191403
astro-poty-like_Rayfin_XYHYC165335_Wenling_snipefish_astrovirus_4401bp,Astro-Poty,XYHYC165335
astro-poty-like_Rayfin_XYHYC187426_Wenling_rattails_astrovirus_2_6434bp,Astro-Poty,XYHYC187426
astro-poty-like_Rayfin_XYHYC189285_Wenling_rattails_astrovirus_3_3001bp,Astro-Poty,XYHYC189285
astro-poty-like_Rayfin_XYHYC192174_Wenling_rattails_astrovirus_4_7198bp,Astro-Poty,XYHYC192174
astro-poty-like_Rayfin_XYHYC190343_Wenling_rattails_astrovirus_5_6822bp,Astro-Poty,XYHYC190343
astro-poty-like_Rayfin_XYHYG25184_Wenling_righteye_flounders_astrovirus_6337bp,Astro-Poty,XYHYG25184
astro-poty-like_Rayfin_XYHYG25325_Wenling_japanese_thread-sail_fish_astrovirus_4471bp,Astro-Poty,XYHYG25325
astro-poty-like_Rayfin_YXMC64648_Wenling_lepidotrigla_astrovirus_7426bp,Astro-Poty,YXMC64648
astro-poty-like_Rayfin_YXMC112999_Wenling_pterygotrigla_hemisticta_astrovirus_6230bp,Astro-Poty,YXMC112999
astro-poty-like_Amphibia_WHHM73969_Wuhan_asiatic_toad_astrovirus_7012bp,Astro-Poty,WHHM73969
astro-poty-like_Reptile_LPSF9635_Guangdong_chinese_water_snake_astrovirus_6919bp,Astro-Poty,LPSF9635
astro-poty-like_Reptile_LPSF12373_Guangdong_sanke_astrovirus_6559bp,Astro-Poty,LPSF12373
astro-poty-like_Amphibia_LPWC162729_Hainan_leptobrachium_hainanense_astrovirus_6831bp,Astro-Poty,LPWC162729
astro-poty-like_Reptile_LPWC210211_Yili_teratoscincus_roborowskii_astrovirus_7632bp,Astro-Poty,LPWC210211
astro-poty-like_Amphibia_BHNG3698_Fujian_spotted_paddle-tail_newt_astrovirus_7490bp,Astro-Poty,BHNG3698
astro-poty-like_Amphibia_HJWCGF4813_Hainan_marbled_pigmy_frog_astrovirus_1_6988bp,Astro-Poty,HJWCGF4813
astro-poty-like_Amphibia_HJWCGF4863_Hainan_marbled_pigmy_frog_astrovirus_2_6865bp,Astro-Poty,HJWCGF4863
astro-poty-like_Amphibia_HKCCC7872_Hainan_black-spectacled_toad_astrovirus_2_7476bp,Astro-Poty,HKCCC7872
astro-poty-like_Amphibia_HNYWC54030_Huanan_hylidae_astrovirus_6989bp,Astro-Poty,HNYWC54030
astro-poty-like_Amphibia_TQSWC31946_Zhejiang_gunthers_frog_astrovirus_6010bp,Astro-Poty,TQSWC31946
astro-poty-like_Amphibia_DFRYG3979V1_Zhejiang_chinese_fire_belly_newt_astrovirus_1_7416bp,Astro-Poty,DFRYG3979V1
astro-poty-like_Amphibia_DFRYG3979V2_Zhejiang_chinese_fire_belly_newt_astrovirus_3_7723bp,Astro-Poty,DFRYG3979V2
astro-poty-like_Amphibia_DFRYG3998_Zhejiang_chinese_fire_belly_newt_astrovirus_2_5038bp,Astro-Poty,DFRYG3998
astro-poty-like_Reptile_LPXYC174317_Hainan_oriental_leaf-toed_gecko_astrovirus_1_7126bp,Astro-Poty,LPXYC174317
astro-poty-like_Reptile_LPXYC178500_Hainan_oriental_leaf-toed_gecko_astrovirus_2_4327bp,Astro-Poty,LPXYC178500
astro-poty-like_Reptile_ZGLXR62176_Guangdong_chinese_water_skink_astrovirus_6683bp,Astro-Poty,ZGLXR62176
astro-poty-like_Rayfin_XQTMC49337_Wenling_longspine_snipefish_astrovirus_7199bp,Astro-Poty,XQTMC49337
astro-poty-like_Rayfin_XQTMC51418_Wenling_bighead_beaked_sandfish_astrovirus_6336bp,Astro-Poty,XQTMC51418
astro-poty-like_Rayfin_XDXMC10209_Wenling_plagiopsetta_astrovirus_6656bp,Astro-Poty,XDXMC10209
astro-poty-like_Rayfin_XDXMC21409_Wenling_crossorhombus_astrovirus_1_6844bp,Astro-Poty,XDXMC21409
astro-poty-like_Rayfin_XDXMC21452_Wenling_crossorhombus_astrovirus_2_6973bp,Astro-Poty,XDXMC21452
astro-poty-like_Rayfin_XDXMG13821_Beihai_fish_astrovirus_1_7167bp,Astro-Poty,XDXMG13821
astro-poty-like_Rayfin_XFXMC14977_Beihai_fish_astrovirus_1_4531bp,Astro-Poty,XFXMC14977
astro-poty-like_Rayfin_XLXMC35036_Wenling_yellow-striped_sandperch_astrovirus_7417bp,Astro-Poty,XLXMC35036
astro-poty-like_Rayfin_XMLMS10095_Beihai_fish_astrovirus_1_6789bp,Astro-Poty,XMLMS10095
astro-poty-like_Rayfin_XYXMC57263_Yancheng_grey_stingfish_astrovirus_6774bp,Astro-Poty,XYXMC57263
astro-poty-like_Lungfish_FZFYG149406_Western_African_lungfish_astro-like_virus_13169bp,Astro-Poty,FZFYG149406
astro-poty-like_Reptile_WHWGC149849_Chinese_broad-headed_pond_turtle_astro-like_virus_9296bp,Astro-Poty,WHWGC149849
astro-poty-like_Rayfin_BHFishC188159_Beihai_mudskipper_astro-like_virus_10377bp,Astro-Poty,BHFishC188159
astro-poty-like_Reptile_LPXYF118785_Hainan_astro-like_virus_1_13532bp,Astro-Poty,LPXYF118785
astro-poty-like_Rayfin_DSYS3171_Wuhan_astro-like_virus_9129bp,Astro-Poty,DSYS3171
astro-poty-like_Rayfin_GDDSYS282_Guangdong_catfish_astro-like_virus_9512bp,Astro-Poty,GDDSYS282
astro-poty-like_Amphibia_LPWC187377_Hainan_astro-like_virus_2_5204bp,Astro-Poty,LPWC187377
astro-poty-like_Rayfin_XLXMS83193_Wenling_gobies_fish_astro-like_virus_11033bp,Astro-Poty,XLXMS83193
astro-poty-like_NC_005790_Turkey_astrovirus_2,Astro-Poty,NC_005790
astro-poty-like_NC_004579_Mink_astrovirus,Astro-Poty,NC_004579
astro-poty-like_NC_024701_Feline_astrovirus_D1,Astro-Poty,NC_024701
astro-poty-like_NC_025379_Mamastrovirus_3,Astro-Poty,NC_025379
astro-poty-like_NC_024498_Bovine_astrovirus,Astro-Poty,NC_024498
astro-poty-like_NC_024472_Human_astrovirus_BF34,Astro-Poty,NC_024472
astro-poty-like_NC_023675_Porcine_astrovirus_4,Astro-Poty,NC_023675
astro-poty-like_NC_023674_Porcine_astrovirus_2,Astro-Poty,NC_023674
astro-poty-like_NC_023636_Porcine_astrovirus_5,Astro-Poty,NC_023636
astro-poty-like_NC_023632_Bovine_astrovirus_B170,Astro-Poty,NC_023632
astro-poty-like_NC_022249_Feline_astrovirus_2,Astro-Poty,NC_022249
astro-poty-like_NC_019028_Astrovirus_MLB3,Astro-Poty,NC_019028
astro-poty-like_NC_019027_Astrovirus_VA4,Astro-Poty,NC_019027
astro-poty-like_NC_019026_Astrovirus_VA3,Astro-Poty,NC_019026
astro-poty-like_NC_018669_Astrovirus_VA2,Astro-Poty,NC_018669
astro-poty-like_NC_016155_Astrovirus_MLB2,Astro-Poty,NC_016155
astro-poty-like_NC_016896_Astrovirus_wild_boar,Astro-Poty,NC_016896
astro-poty-like_NC_011400_Astrovirus_MLB1,Astro-Poty,NC_011400
astro-poty-like_NC_013060_Astrovirus_VA1,Astro-Poty,NC_013060
astro-poty-like_NC_012437_Duck_astrovirus,Astro-Poty,NC_012437
astro-poty-like_NC_002469_Ovine_astrovirus,Astro-Poty,NC_002469
permutotetra-like_UXD79999_Lasius_neglectus_permutotetra-like_virus_1_Lasius_neglectus_1131,Birna-Permutotetra,UXD79999
permutotetra-like_UHK03049_Guiyang_permutotetra-like_virus_2_Cletus_punctiger_1261,Birna-Permutotetra,UHK03049
permutotetra-like_QGL51734_Vespa_velutina_associated_permutotetra-like_virus_1_Vespa_velutina_nigrithorax_1104,Birna-Permutotetra,QGL51734
permutotetra-like_QGL51736_Vespa_velutina_associated_permutotetra-like_virus_2_Vespa_velutina_nigrithorax_1077,Birna-Permutotetra,QGL51736
birna-like_YP_010086266_Lates_calcarifer_birnavirus_856,Birna-Permutotetra,YP_010086266
birna-like_APG76079_Jingmen_birna-like_virus,Birna-Permutotetra,APG76079
birna-like_APG76080_Hubei_birna-like_virus,Birna-Permutotetra,APG76080
birna-like_NP_047197_Infectious_pancreatic_necrosis_virus,Birna-Permutotetra,NP_047197
birna-like_NP_690806_Drosophila_X_virus,Birna-Permutotetra,NP_690806
birna-like_NP_690835_Yellowtail_ascites_virus,Birna-Permutotetra,NP_690835
birna-like_NP_690839_Infectious_bursal_disease_virus,Birna-Permutotetra,NP_690839
birna-like_YP_004956721_Espirito_Santo_virus,Birna-Permutotetra,YP_004956721
birna-like_YP_009177609_Tasmanian_aquabirnavirus,Birna-Permutotetra,YP_009177609
birna-like_YP_009255399_Victorian_trout_aquabirnavirus,Birna-Permutotetra,YP_009255399
birna-like_YP_009508102_Tellina_virus_1,Birna-Permutotetra,YP_009508102
birna-like_YP_052864_Blotched_snakehead_virus,Birna-Permutotetra,YP_052864
birna-like_YP_605814_Marine_birnavirus,Birna-Permutotetra,YP_605814
birna-like_YP_001514405_Paralichthys_olivaceus_birnavirus,Birna-Permutotetra,YP_001514405
birna-like_add_Rayfin_LXMC183442_Wenling_jack_mackerels_birnavirus,Birna-Permutotetra,LXMC183442
birna-like_add_Cartilaginous_RBCSG7740_Wenling_japanese_topeshark_birnavirus,Birna-Permutotetra,RBCSG7740
birna-like_QBS55242_Tetranychus_urticae-associated_entomobirnavirus,Birna-Permutotetra,QBS55242
birna-like_CAX33878_Rotifer_birnavirus_strain_Palavas,Birna-Permutotetra,CAX33878
birna-like_ACU32792_Drosophila_melanogaster_birnavirus_SW-2009a,Birna-Permutotetra,ACU32792
permutotetra-like_APG76925_Shuangao_permutotetra-like_virus_1,Birna-Permutotetra,APG76925
permutotetra-like_APG76944_Beihai_permutotetra-like_virus_1,Birna-Permutotetra,APG76944
permutotetra-like_APG76963_Wuhan_house_centipede_virus_9,Birna-Permutotetra,APG76963
permutotetra-like_YP_003038595_Drosophila_A_virus,Birna-Permutotetra,YP_003038595
permutotetra-like_YP_009329862_Beihai_permutotetra-like_virus_2,Birna-Permutotetra,YP_009329862
permutotetra-like_YP_009337234_Beihai_sphaeromadae_virus_4,Birna-Permutotetra,YP_009337234
permutotetra-like_YP_009337276_Hubei_permutotetra-like_virus_11,Birna-Permutotetra,YP_009337276
permutotetra-like_YP_009337300_Hubei_permutotetra-like_virus_1,Birna-Permutotetra,YP_009337300
permutotetra-like_YP_009337318_Hubei_permutotetra-like_virus_6,Birna-Permutotetra,YP_009337318
permutotetra-like_YP_009337336_Hubei_permutotetra-like_virus_2,Birna-Permutotetra,YP_009337336
permutotetra-like_YP_009337364_Hubei_permutotetra-like_virus_7,Birna-Permutotetra,YP_009337364
permutotetra-like_YP_009337378_Hubei_permutotetra-like_virus_4,Birna-Permutotetra,YP_009337378
permutotetra-like_YP_009337623_Hubei_permutotetra-like_virus_3,Birna-Permutotetra,YP_009337623
permutotetra-like_YP_009337650_Sanxia_permutotetra-like_virus_1,Birna-Permutotetra,YP_009337650
permutotetra-like_YP_009337667_Sanxia_water_strider_virus_19,Birna-Permutotetra,YP_009337667
permutotetra-like_YP_009337703_Hubei_permutotetra-like_virus_8,Birna-Permutotetra,YP_009337703
permutotetra-like_YP_009337742_Hubei_permutotetra-like_virus_5,Birna-Permutotetra,YP_009337742
permutotetra-like_YP_009337764_Hubei_permutotetra-like_virus_10,Birna-Permutotetra,YP_009337764
permutotetra-like_YP_009337778_Hubei_permutotetra-like_virus_9,Birna-Permutotetra,YP_009337778
permutotetra-like_YP_009553485_Shinobi_tetravirus,Birna-Permutotetra,YP_009553485
permutotetra-like_YP_009665207_Thosea_asigna_virus,Birna-Permutotetra,YP_009665207
permutotetra-like_add_AKH40283_Newfield_virus,Birna-Permutotetra,AKH40283
permutotetra-like_add_YP_009179352_Aphis_glycines_virus_2,Birna-Permutotetra,YP_009179352
permutotetra-like_add_YP_009182196_Daeseongdong_virus_2,Birna-Permutotetra,YP_009182196
permutotetra-like_add_NP_573541_Euprosterna_elaeasa_virus,Birna-Permutotetra,NP_573541
permutotetra-like_QIJ56920_Scaphoideus_titanus_permutotetra-like_virus_1,Birna-Permutotetra,QIJ56920
permutotetra-like_QDH90593_Permutotetraviridae_sp,Birna-Permutotetra,QDH90593
bunya-arena-like_WDD63192_blackberry_line_pattern_virus_Rubus_2183,Negative_Bunya-Arena,WDD63192
bunya-arena-like_WCU24516_Fusarium_sibiricum_coguvirus_1_2197,Negative_Bunya-Arena,WCU24516
bunya-arena-like_WCL16047_Ailanthus_crinkle_leaf_associated_emaravirus_Ailanthus_altissimus_2296,Negative_Bunya-Arena,WCL16047
bunya-arena-like_WCB86502_Brown_dog_tick_phlebovirus_2_Ixodoidea_2150,Negative_Bunya-Arena,WCB86502
bunya-arena-like_WBV74451_Mariental_mammarenavirus_Micaelamys_namaquensis_2214,Negative_Bunya-Arena,WBV74451
bunya-arena-like_WBV74457_Lunk_mammarenavirus_Mus_minutoides_2214,Negative_Bunya-Arena,WBV74457
bunya-arena-like_UYD21358_Colletotrichum_associated_negative_ssRNA_virus_Colletotrichum_sp_2382,Negative_Bunya-Arena,UYD21358
bunya-arena-like_WBB27573_Apple_rubbery_wood_virus_2_Malus_domestica_2376,Negative_Bunya-Arena,WBB27573
bunya-arena-like_WAK72437_Songling_virus_Haemaphysalis_concinna_3951,Negative_Bunya-Arena,WAK72437
bunya-arena-like_WAK75146_Nairoviridae_sp_Haemaphysalis_montgomeryi_3965,Negative_Bunya-Arena,WAK75146
bunya-arena-like_WAK75147_Yezo_virus_Ixodes_persulcatus_3938,Negative_Bunya-Arena,WAK75147
bunya-arena-like_WAK75154_Nairoviridae_sp_Haemaphysalis_longicornis_3951,Negative_Bunya-Arena,WAK75154
bunya-arena-like_WAK75166_Nairoviridae_sp_Haemaphysalis_japonica_3962,Negative_Bunya-Arena,WAK75166
bunya-arena-like_WAK75611_Peribunyaviridae_sp_Rhipicephalus_sanguineus_2124,Negative_Bunya-Arena,WAK75611
bunya-arena-like_WAK75613_Peribunyaviridae_sp_Rhipicephalus_sanguineus_2126,Negative_Bunya-Arena,WAK75613
bunya-arena-like_WAK75615_Peribunyaviridae_sp_Ixodes_persulcatus_3003,Negative_Bunya-Arena,WAK75615
bunya-arena-like_WAK75616_Peribunyaviridae_sp_Rhipicephalus_turanicus_2316,Negative_Bunya-Arena,WAK75616
bunya-arena-like_WAK75642_Peribunyaviridae_sp_Haemaphysalis_qinghaiensis_2975,Negative_Bunya-Arena,WAK75642
bunya-arena-like_WAK75653_Phenuiviridae_sp_Ixodes_persulcatus_2186,Negative_Bunya-Arena,WAK75653
bunya-arena-like_WAK75655_Toyo_virus_Haemaphysalis_japonica_2120,Negative_Bunya-Arena,WAK75655
bunya-arena-like_WAK75660_Balambala_tick_virus_Hyalomma_isaaci_2146,Negative_Bunya-Arena,WAK75660
bunya-arena-like_WAK75662_Phenuiviridae_sp_Rhipicephalus_microplus_2181,Negative_Bunya-Arena,WAK75662
bunya-arena-like_WAK75706_Phenuiviridae_sp_Haemaphysalis_hystricis_2143,Negative_Bunya-Arena,WAK75706
bunya-arena-like_WAK75713_Brown_dog_tick_phlebovirus_1_Amblyomma_javanense_2172,Negative_Bunya-Arena,WAK75713
bunya-arena-like_UZT55183_Pongola_virus_Mansonia_uniformis_2267,Negative_Bunya-Arena,UZT55183
bunya-arena-like_UZA34087_Edgeworthia_chrysantha_mosaic_associated_virus_Edgeworthia_chrysantha_2166,Negative_Bunya-Arena,UZA34087
bunya-arena-like_UXD80034_Linepithema_humile_bunya_like_virus_1_Linepithema_humile_2184,Negative_Bunya-Arena,UXD80034
bunya-arena-like_UVT34677_Pura_vida_virus_1_Boa_constrictor_2063,Negative_Bunya-Arena,UVT34677
bunya-arena-like_UVT34684_Hartmanivirus_BESV_1_Boa_constrictor_1952,Negative_Bunya-Arena,UVT34684
bunya-arena-like_UUL71810_Mafiga_mammarenavirus_Lemniscomys_rosalia_2229,Negative_Bunya-Arena,UUL71810
bunya-arena-like_UQZ09544_Freshwater_macrophyte_associated_bunya_like_virus_1_2204,Negative_Bunya-Arena,UQZ09544
bunya-arena-like_UTQ50842_Tomato_associated_bunya_like_virus_1_Solanum_lycopersicum_2578,Negative_Bunya-Arena,UTQ50842
bunya-arena-like_UTJ93941_Rice_dwarf_associated_bunya_like_virus_Oryza_sativa_2132,Negative_Bunya-Arena,UTJ93941
bunya-arena-like_USL85427_Dermacentor_reticulatus_uukuvirus_Dermacentor_reticulatus_2183,Negative_Bunya-Arena,USL85427
bunya-arena-like_USL85429_Ixodes_ricinus_bunyavirus_like_virus_1_Ixodes_ricinus_2969,Negative_Bunya-Arena,USL85429
bunya-arena-like_USL90352_Mercurialis_orthotospovirus_1_Mercurialis_annua_2883,Negative_Bunya-Arena,USL90352
bunya-arena-like_USL90372_Artemisia_fimovirus_1_Artemisia_verlotiorum_2366,Negative_Bunya-Arena,USL90372
bunya-arena-like_USF82352_Citrus_virus_A_Citrus_sinensis_2184,Negative_Bunya-Arena,USF82352
bunya-arena-like_URZ29345_Pangolin_orthonairovirus_Pholidota_3970,Negative_Bunya-Arena,URZ29345
bunya-arena-like_QWM97856_Lettuce_dieback_associated_virus_Lactuca_sativa_2294,Negative_Bunya-Arena,QWM97856
bunya-arena-like_UQV97405_Pueraria_lobata_associated_emaravirus_Pueraria_montana_var_lobata_2298,Negative_Bunya-Arena,UQV97405
bunya-arena-like_UPT53676_Bactrocera_correcta_trypanosomatid_leishbunyavirus_2103,Negative_Bunya-Arena,UPT53676
bunya-arena-like_UPT53726_Bactrocera_latifrons_orthophasmavirus_Bactrocera_latifrons_2113,Negative_Bunya-Arena,UPT53726
bunya-arena-like_UOL48895_Wufeng_Crocidura_attenuata_orthonairovirus_1_Crocidura_attenuata_3919,Negative_Bunya-Arena,UOL48895
bunya-arena-like_UNG44337_RNA_Fusarium_asiaticum_mycobunyavirus_1_RNA_Fusarium_asiaticum_2094,Negative_Bunya-Arena,UNG44337
bunya-arena-like_DAZ87272_Arceuthobium_sichuanense_virus_1_Arceuthobium_sichuanense_2305,Negative_Bunya-Arena,DAZ87272
bunya-arena-like_ULN99172_Pterostylis_blotch_virus_Pterostylis_nutans_2842,Negative_Bunya-Arena,ULN99172
bunya-arena-like_UKY81272_Lassa_mammarenavirus_Homo_sapiens_2223,Negative_Bunya-Arena,UKY81272
bunya-arena-like_UKY81276_Lassa_mammarenavirus_Homo_sapiens_2222,Negative_Bunya-Arena,UKY81276
bunya-arena-like_UHR49735_Hangzhou_paederus_fuscipes_nairovirus_1_Paederus_fuscipes_4351,Negative_Bunya-Arena,UHR49735
bunya-arena-like_UHR49788_Sanya_phasmavirus_2_Nilaparvata_lugens_2138,Negative_Bunya-Arena,UHR49788
bunya-arena-like_UHR49864_Fushun_hierodula_formosana_phenuivirus_1_Titanodula_formosana_2097,Negative_Bunya-Arena,UHR49864
bunya-arena-like_UHR49875_Fushun_phasmavirus_1_Sogatella_furcifera_2108,Negative_Bunya-Arena,UHR49875
bunya-arena-like_UHR49886_Hangzhou_sesamia_inferens_peribunyavirus_1_Sesamia_inferens_2462,Negative_Bunya-Arena,UHR49886
bunya-arena-like_UHR49914_Sanya_sesamia_inferens_phasmavirus_1_Scirpophaga_incertulas_2322,Negative_Bunya-Arena,UHR49914
bunya-arena-like_UHM27528_Sanya_lschnura_senegalensis_phenuivirus_1_Ischnura_senegalensis_2816,Negative_Bunya-Arena,UHM27528
bunya-arena-like_UHM27566_Sanya_phenuivirus_1_Cydistomyia_duplonotata_2206,Negative_Bunya-Arena,UHM27566
bunya-arena-like_UHM27573_Sanya_Bunyavirales_like_virus_1_Ochthera_mantis_3310,Negative_Bunya-Arena,UHM27573
bunya-arena-like_UHM27599_Sanya_peribunyavirus_2_Oxya_chinensis_2998,Negative_Bunya-Arena,UHM27599
bunya-arena-like_UHM27634_Fushun_phasmavirus_2_Laodelphax_striatellus_2159,Negative_Bunya-Arena,UHM27634
bunya-arena-like_UHM27659_Fushun_phenuivirus_1_Ischnura_senegalensis_2133,Negative_Bunya-Arena,UHM27659
bunya-arena-like_UHM27682_Fushun_Phasmavirus_3_Monolepta_lauta_2129,Negative_Bunya-Arena,UHM27682
bunya-arena-like_UHM27692_Fushun_diaea_subdola_nairovirus_1_Diaea_subdola_4290,Negative_Bunya-Arena,UHM27692
bunya-arena-like_UHK03016_Hangzhou_phenuivirus_1_Sarcophaga_melanura_2118,Negative_Bunya-Arena,UHK03016
bunya-arena-like_UHK03059_Guiyang_Tospo_like_virus_1_Tetragnatha_nitens_2298,Negative_Bunya-Arena,UHK03059
bunya-arena-like_UHK03061_Guiyang_Phasma_like_virus_1_Tetragnatha_nitens_2114,Negative_Bunya-Arena,UHK03061
bunya-arena-like_UHK03093_Sanya_phenuivirus_2_Nilaparvata_lugens_2326,Negative_Bunya-Arena,UHK03093
bunya-arena-like_UHK03094_Sanya_nilaparvata_lugens_phenuivirus_1_Nilaparvata_lugens_2267,Negative_Bunya-Arena,UHK03094
bunya-arena-like_UHK03103_Sanya_conocephalus_maculatus_phenuivirus_1_Conocephalus_maculatus_2344,Negative_Bunya-Arena,UHK03103
bunya-arena-like_UHK03150_Sanya_peribunyavirus_1_Paederus_fuscipes_2844,Negative_Bunya-Arena,UHK03150
bunya-arena-like_UHK03194_Hangzhou_phenuivirus_2_Tetragnatha_nitens_2443,Negative_Bunya-Arena,UHK03194
